Trial,MSE,MAE,R2,Units,Dropout,Learning_Rate,Weight_Decay,Epochs,Activation,Optimizer,Patience
41,0.6950603127479553,0.5445848107337952,0.47659802436828613,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,relu,sgd,15
42,0.6138114929199219,0.552327036857605,0.5377808809280396,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,relu,sgd,15
43,0.7052469849586487,0.6521784067153931,0.46892714500427246,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,relu,sgd,15
44,0.7359284162521362,0.622477114200592,0.445823073387146,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,relu,sgd,15
45,0.7960934042930603,0.6681607961654663,0.40051698684692383,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,relu,sgd,15
46,0.5897749662399292,0.5906171798706055,0.555881142616272,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,relu,sgd,15
47,1.046310544013977,0.8261251449584961,0.2120957374572754,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,relu,sgd,15
48,0.9354204535484314,0.6857544779777527,0.29559940099716187,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,relu,sgd,15
49,0.6687321662902832,0.6735715270042419,0.49642395973205566,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,tanh,adam,15
50,0.783545970916748,0.7344072461128235,0.4099655747413635,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,tanh,adam,15
51,6.8331122398376465,2.4738526344299316,-4.145545482635498,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,tanh,adam,15
52,6.786937713623047,2.4899120330810547,-4.110774517059326,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,tanh,adam,15
53,0.4834804832935333,0.5434674024581909,0.635924220085144,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,tanh,adam,15
54,0.5188698172569275,0.5770346522331238,0.6092749834060669,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,tanh,adam,15
55,5.498290061950684,2.191087245941162,-3.140382766723633,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,tanh,adam,15
56,5.977830410003662,2.271230697631836,-3.5014920234680176,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,tanh,adam,15
57,0.5069230794906616,0.6022410988807678,0.6182712316513062,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,tanh,sgd,15
58,0.5859990119934082,0.6541318893432617,0.558724582195282,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,tanh,sgd,15
59,0.6288099884986877,0.6692174077033997,0.5264865756034851,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,tanh,sgd,15
60,0.7989602088928223,0.7501010894775391,0.39835816621780396,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,tanh,sgd,15
61,0.6141413450241089,0.6556020379066467,0.5375325679779053,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,tanh,sgd,15
62,0.6698378324508667,0.690321147441864,0.49559134244918823,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,tanh,sgd,15
63,0.595738410949707,0.6596585512161255,0.551390528678894,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,tanh,sgd,15
64,0.6186895370483398,0.6598359942436218,0.5341075658798218,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,tanh,sgd,15
65,0.5890763998031616,0.5276115536689758,0.5564072132110596,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,relu,adam,15
66,0.5806960463523865,0.5373586416244507,0.5627179145812988,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,relu,adam,15
67,7.508016109466553,2.552377700805664,-4.653769016265869,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,relu,adam,15
68,6.643614768981934,2.362804412841797,-4.002847671508789,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,relu,adam,15
69,0.9618977308273315,0.7065035700798035,0.2756611704826355,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,relu,adam,15
70,0.7808323502540588,0.5813384652137756,0.41200900077819824,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,relu,adam,15
71,7.598471641540527,2.5704548358917236,-4.721884727478027,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,relu,adam,15
72,6.913315773010254,2.3349146842956543,-4.205941200256348,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,relu,adam,15
73,0.7107506394386292,0.5703142881393433,0.46478271484375,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,relu,sgd,15
74,0.65887850522995,0.5449122786521912,0.5038440227508545,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,relu,sgd,15
75,0.9879499077796936,0.6956607103347778,0.25604307651519775,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,relu,sgd,15
76,1.2859413623809814,0.7739257216453552,0.0316462516784668,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,relu,sgd,15
77,0.7536926865577698,0.6033011078834534,0.4324460029602051,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,relu,sgd,15
78,0.6760764718055725,0.5811228156089783,0.4908934235572815,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,relu,sgd,15
79,0.5773555636405945,0.49682411551475525,0.5652333498001099,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,relu,sgd,15
80,0.7688372731208801,0.6004860997200012,0.42104172706604004,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,relu,sgd,15
81,0.6900060772895813,0.6002072095870972,0.4804040193557739,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,tanh,adam,15
82,0.797666072845459,0.7206004858016968,0.3993327021598816,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,tanh,adam,15
83,6.319854736328125,2.381532907485962,-3.7590465545654297,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,tanh,adam,15
84,8.777477264404297,2.857107400894165,-5.609712600708008,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,tanh,adam,15
85,0.6537138223648071,0.7018510103225708,0.5077332258224487,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,tanh,adam,15
86,0.724377453327179,0.7335233092308044,0.4545213580131531,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,tanh,adam,15
87,8.3407621383667,2.758443593978882,-5.280852794647217,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,tanh,adam,15
88,5.4035258293151855,2.190631151199341,-3.0690226554870605,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,tanh,adam,15
89,0.6455358266830444,0.6949376463890076,0.5138915181159973,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,tanh,sgd,15
90,0.5561037659645081,0.6307787299156189,0.5812366008758545,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,tanh,sgd,15
91,0.835936963558197,0.6769270896911621,0.37051355838775635,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,tanh,sgd,15
92,0.5819348096847534,0.6469939947128296,0.5617850422859192,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,tanh,sgd,15
93,0.6238279938697815,0.6585422158241272,0.530238151550293,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,tanh,sgd,15
94,0.730242133140564,0.7351117730140686,0.4501050114631653,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,tanh,sgd,15
95,0.501302182674408,0.6074991822242737,0.6225038766860962,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,tanh,sgd,15
96,0.704167366027832,0.6808675527572632,0.4697401523590088,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,tanh,sgd,15
97,1.156762957572937,0.8075298070907593,0.12892162799835205,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,relu,adam,15
98,0.8550978302955627,0.6651355028152466,0.35608482360839844,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,relu,adam,15
99,7.765132904052734,2.5807719230651855,-4.847385883331299,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,adam,15
100,6.3925251960754395,2.300631284713745,-3.813769817352295,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,adam,15
101,1.1344404220581055,0.9019098281860352,0.1457311511039734,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,relu,adam,15
102,0.8434303402900696,0.6636953949928284,0.3648707866668701,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,relu,adam,15
103,6.436173915863037,2.273880958557129,-3.8466386795043945,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,adam,15
104,7.07394552230835,2.369899034500122,-4.326900482177734,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,adam,15
105,0.7527737617492676,0.6210264563560486,0.43313801288604736,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,relu,sgd,15
106,0.625809371471405,0.5152967572212219,0.5287461280822754,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,relu,sgd,15
107,0.9790793061256409,0.7843972444534302,0.262722909450531,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,sgd,15
108,1.5744165182113647,0.9944031834602356,-0.18558454513549805,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,sgd,15
109,0.8132954239845276,0.6781725883483887,0.3875632882118225,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,relu,sgd,15
110,0.8761208653450012,0.6801257133483887,0.3402538299560547,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,relu,sgd,15
111,0.8647748231887817,0.6115573048591614,0.3487977385520935,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,sgd,15
112,0.7739835977554321,0.6452048420906067,0.4171663522720337,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,sgd,15
113,0.6543148159980774,0.6356653571128845,0.507280707359314,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,tanh,adam,15
114,0.5111234784126282,0.5737899541854858,0.6151081919670105,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,tanh,adam,15
115,5.252688884735107,2.1408092975616455,-2.955437660217285,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,tanh,adam,15
116,8.209238052368164,2.7363719940185547,-5.1818108558654785,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,tanh,adam,15
117,0.5434525609016418,0.5896729230880737,0.5907633900642395,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,tanh,adam,15
118,0.6635221242904663,0.6847373843193054,0.5003472566604614,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,tanh,adam,15
119,6.95788049697876,2.495814800262451,-4.239499568939209,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,tanh,adam,15
120,7.65812349319458,2.621731996536255,-4.7668046951293945,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,tanh,adam,15
121,0.5661104917526245,0.6294481158256531,0.5737012624740601,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,tanh,sgd,15
122,0.6314411759376526,0.6805310249328613,0.5245051980018616,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,tanh,sgd,15
123,0.6314314007759094,0.6576513648033142,0.5245125889778137,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,tanh,sgd,15
124,0.5736135244369507,0.591667652130127,0.5680512189865112,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,tanh,sgd,15
125,0.683525562286377,0.7221807837486267,0.4852840304374695,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,tanh,sgd,15
126,0.6140086054801941,0.6597279906272888,0.5376324653625488,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,tanh,sgd,15
127,0.5505483746528625,0.60911625623703,0.5854200124740601,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,tanh,sgd,15
128,0.6560812592506409,0.643183708190918,0.5059504508972168,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,tanh,sgd,15
129,0.9657647013664246,0.7460116744041443,0.2727491855621338,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,relu,adam,15
130,0.5804370641708374,0.6193937659263611,0.5629129409790039,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,relu,adam,15
131,5.0894975662231445,2.0342929363250732,-2.832549571990967,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,relu,adam,15
132,6.520759105682373,2.3535079956054688,-3.9103336334228516,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,relu,adam,15
133,0.6187981367111206,0.5189543962478638,0.5340257883071899,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,relu,adam,15
134,0.8097566962242126,0.6459477543830872,0.3902280926704407,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,relu,adam,15
135,5.766919136047363,2.200227975845337,-3.3426690101623535,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,relu,adam,15
136,7.210113048553467,2.4453868865966797,-4.429438591003418,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,relu,adam,15
137,0.8046709895133972,0.6216774582862854,0.3940577507019043,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,relu,sgd,15
138,0.9437485337257385,0.6532841920852661,0.28932809829711914,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,relu,sgd,15
139,0.8067917227745056,0.6297303438186646,0.39246082305908203,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,relu,sgd,15
140,0.8795871734619141,0.6707097887992859,0.337643563747406,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,relu,sgd,15
141,0.8493866324424744,0.6639708876609802,0.360385537147522,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,relu,sgd,15
142,0.7010053396224976,0.6182340383529663,0.4721212387084961,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,relu,sgd,15
143,1.1148625612258911,0.7701614499092102,0.16047388315200806,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,relu,sgd,15
144,1.6283661127090454,0.9833391904830933,-0.2262101173400879,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,relu,sgd,15
145,0.6523646712303162,0.6804932355880737,0.5087491869926453,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,tanh,adam,15
146,0.6667585968971252,0.6580037474632263,0.4979100823402405,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,tanh,adam,15
147,5.731269359588623,2.2474117279052734,-3.315823554992676,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,tanh,adam,15
148,7.7017436027526855,2.66304612159729,-4.799651622772217,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,tanh,adam,15
149,0.707946240901947,0.6943074464797974,0.4668945074081421,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,tanh,adam,15
150,0.6097773909568787,0.6419416069984436,0.5408186912536621,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,tanh,adam,15
151,6.509559154510498,2.391770601272583,-3.901899814605713,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,tanh,adam,15
152,5.898653507232666,2.266531229019165,-3.441868782043457,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,tanh,adam,15
153,0.5965310335159302,0.6097988486289978,0.5507936477661133,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,tanh,sgd,15
154,0.5765381455421448,0.6011512875556946,0.5658488869667053,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,tanh,sgd,15
155,0.5250512361526489,0.5971628427505493,0.604620099067688,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,tanh,sgd,15
156,0.4579392969608307,0.5479441285133362,0.6551575064659119,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,tanh,sgd,15
157,0.5405426025390625,0.5791211128234863,0.5929546356201172,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,tanh,sgd,15
158,0.678658664226532,0.6926394701004028,0.4889489412307739,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,tanh,sgd,15
159,0.4840712547302246,0.5905339121818542,0.6354793310165405,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,tanh,sgd,15
160,0.706521213054657,0.7050384283065796,0.46796756982803345,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,tanh,sgd,15
161,0.9125540852546692,0.7469125986099243,0.3128184676170349,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,relu,adam,15
162,0.8047410845756531,0.684194028377533,0.3940050005912781,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,relu,adam,15
163,6.735789775848389,2.3501434326171875,-4.072258472442627,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,relu,adam,15
164,6.051433086395264,2.2304744720458984,-3.5569167137145996,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,relu,adam,15
165,1.2268940210342407,0.7836748361587524,0.07611078023910522,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,relu,adam,15
166,0.9331210255622864,0.7333031296730042,0.29733097553253174,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,relu,adam,15
167,7.531611919403076,2.5269699096679688,-4.671537399291992,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,relu,adam,15
168,7.988438606262207,2.645761489868164,-5.015542030334473,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,relu,adam,15
169,0.7551900744438171,0.5790748596191406,0.431318461894989,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,relu,sgd,15
170,0.7609843015670776,0.6149325966835022,0.4269552230834961,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,relu,sgd,15
171,0.9109021425247192,0.7209081053733826,0.3140624165534973,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,relu,sgd,15
172,0.6673325300216675,0.5806757807731628,0.4974779486656189,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,relu,sgd,15
173,0.7435632348060608,0.6193355321884155,0.44007378816604614,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,relu,sgd,15
174,0.6964126229286194,0.6061570048332214,0.4755796790122986,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,relu,sgd,15
175,1.0939501523971558,0.7602273225784302,0.1762215495109558,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,relu,sgd,15
176,0.7157407999038696,0.6182635426521301,0.4610249400138855,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,relu,sgd,15
177,0.553207278251648,0.6352328062057495,0.5834177732467651,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,tanh,adam,15
178,0.5888989567756653,0.6266460418701172,0.556540846824646,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,tanh,adam,15
179,7.974112033843994,2.7019035816192627,-5.004753589630127,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,tanh,adam,15
180,5.390332221984863,2.1535332202911377,-3.0590872764587402,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,tanh,adam,15
181,0.7357600331306458,0.7242762446403503,0.445949912071228,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,tanh,adam,15
182,0.569014847278595,0.6234237551689148,0.5715141892433167,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,tanh,adam,15
183,5.310861110687256,2.1313986778259277,-2.9992432594299316,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,tanh,adam,15
184,5.736545085906982,2.2742106914520264,-3.319796085357666,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,tanh,adam,15
185,0.4772148132324219,0.545362651348114,0.6406424045562744,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,tanh,sgd,15
186,0.6381344199180603,0.6930521130561829,0.5194649696350098,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,tanh,sgd,15
187,0.5046966671943665,0.5953768491744995,0.6199477910995483,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,tanh,sgd,15
188,0.6212133169174194,0.62684565782547,0.5322071313858032,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,tanh,sgd,15
189,0.5938404202461243,0.641269326210022,0.5528197288513184,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,tanh,sgd,15
190,0.6267291307449341,0.6715750098228455,0.5280535221099854,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,tanh,sgd,15
191,0.7099290490150452,0.7083755731582642,0.46540141105651855,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,tanh,sgd,15
192,0.519063413143158,0.5999964475631714,0.6091291308403015,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,tanh,sgd,15
193,0.707048773765564,0.6430432200431824,0.46757036447525024,"[16, 16, 8, 8]",0.2,0.001,0.0001,250,relu,adam,15
194,0.8226889967918396,0.6238582730293274,0.380489706993103,"[16, 16, 8, 8]",0.2,0.001,1e-05,250,relu,adam,15
195,6.368541240692139,2.27554988861084,-3.7957091331481934,"[16, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,adam,15
196,6.6467132568359375,2.3302500247955322,-4.005181312561035,"[16, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,adam,15
197,1.0385839939117432,0.7520158886909485,0.21791404485702515,"[16, 16, 8, 8]",0.3,0.001,0.0001,250,relu,adam,15
198,0.9986624121665955,0.8267537355422974,0.24797624349594116,"[16, 16, 8, 8]",0.3,0.001,1e-05,250,relu,adam,15
199,10.926074028015137,3.105851411819458,-7.227672576904297,"[16, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,adam,15
200,7.13735818862915,2.448495626449585,-4.374651908874512,"[16, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,adam,15
201,0.7166983485221863,0.6228801012039185,0.4603039026260376,"[16, 16, 8, 8]",0.2,0.001,0.0001,250,relu,sgd,15
202,0.6294150352478027,0.5572275519371033,0.526030957698822,"[16, 16, 8, 8]",0.2,0.001,1e-05,250,relu,sgd,15
203,0.8889564275741577,0.7244119048118591,0.33058828115463257,"[16, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,sgd,15
204,0.5739868879318237,0.529346227645874,0.5677701234817505,"[16, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,sgd,15
205,0.8364084959030151,0.605292022228241,0.37015849351882935,"[16, 16, 8, 8]",0.3,0.001,0.0001,250,relu,sgd,15
206,0.8840385675430298,0.6523288488388062,0.3342915177345276,"[16, 16, 8, 8]",0.3,0.001,1e-05,250,relu,sgd,15
207,0.6224627494812012,0.6225140690803528,0.5312662124633789,"[16, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,sgd,15
