Trial,MSE,MAE,R2,Units,Dropout,Learning_Rate,Weight_Decay,Epochs,Activation,Optimizer,Patience
23,8.060771942138672,2.6677663326263428,-4.0473713874816895,"[24, 16, 16, 8]",0.3,0.0001,0.0001,250,tanh,adam,15
24,7.512280464172363,2.5228466987609863,-3.703925609588623,"[24, 16, 16, 8]",0.3,0.0001,1e-05,250,tanh,adam,15
25,0.7872635722160339,0.6974073052406311,0.5070432424545288,"[24, 16, 16, 8]",0.2,0.001,0.0001,250,tanh,sgd,15
26,0.9764584302902222,0.7614275813102722,0.3885761499404907,"[24, 16, 16, 8]",0.2,0.001,1e-05,250,tanh,sgd,15
27,0.797389030456543,0.7154328227043152,0.5007030963897705,"[24, 16, 16, 8]",0.2,0.0001,0.0001,250,tanh,sgd,15
28,0.6783332824707031,0.66832435131073,0.575251579284668,"[24, 16, 16, 8]",0.2,0.0001,1e-05,250,tanh,sgd,15
29,0.7796422839164734,0.7436842918395996,0.5118154287338257,"[24, 16, 16, 8]",0.3,0.001,0.0001,250,tanh,sgd,15
30,0.9331492781639099,0.7586008906364441,0.4156947731971741,"[24, 16, 16, 8]",0.3,0.001,1e-05,250,tanh,sgd,15
31,0.6817480325698853,0.6516022086143494,0.5731133818626404,"[24, 16, 16, 8]",0.3,0.0001,0.0001,250,tanh,sgd,15
32,0.8003047108650208,0.7191528081893921,0.4988774061203003,"[24, 16, 16, 8]",0.3,0.0001,1e-05,250,tanh,sgd,15
33,1.3486922979354858,0.9296068549156189,0.15549635887145996,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,relu,adam,15
34,1.0764278173446655,0.8831830620765686,0.3259788155555725,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,relu,adam,15
35,10.380064010620117,3.0023725032806396,-5.499630451202393,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,relu,adam,15
36,9.261300086975098,2.7943308353424072,-4.799099922180176,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,relu,adam,15
37,1.0540233850479126,0.8487644791603088,0.3400077223777771,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,relu,adam,15
38,1.358583688735962,1.017197608947754,0.14930272102355957,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,relu,adam,15
39,7.579863548278809,2.5027811527252197,-3.746243476867676,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,relu,adam,15
40,11.756180763244629,3.196155071258545,-6.361306667327881,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,relu,adam,15
41,1.1213247776031494,0.8224102854728699,0.2978658676147461,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,relu,sgd,15
42,0.9705490469932556,0.8061547875404358,0.3922763466835022,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,relu,sgd,15
43,1.4952512979507446,0.9862880706787109,0.06372630596160889,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,relu,sgd,15
44,1.4308311939239502,0.9588438868522644,0.10406386852264404,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,relu,sgd,15
45,1.0816329717636108,0.8785520195960999,0.3227195143699646,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,relu,sgd,15
46,1.2127854824066162,0.9505432844161987,0.2405964732170105,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,relu,sgd,15
47,1.0614866018295288,0.8628177642822266,0.3353344202041626,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,relu,sgd,15
48,1.1647342443466187,0.8251053690910339,0.2706844210624695,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,relu,sgd,15
49,0.7714532613754272,0.725925624370575,0.5169431567192078,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,tanh,adam,15
50,0.6763968467712402,0.7149023413658142,0.5764641165733337,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,tanh,adam,15
51,10.324675559997559,3.0158634185791016,-5.4649481773376465,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,tanh,adam,15
52,9.644120216369629,2.9311270713806152,-5.038808345794678,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,tanh,adam,15
53,0.9325984120368958,0.8090586066246033,0.41603970527648926,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,tanh,adam,15
54,1.8962520360946655,1.185893177986145,-0.18736624717712402,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,tanh,adam,15
55,9.544034957885742,2.875232219696045,-4.976138591766357,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,tanh,adam,15
56,8.818526268005371,2.771904706954956,-4.521851062774658,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,tanh,adam,15
57,0.7174244523048401,0.6763314008712769,0.550774097442627,"[24, 16, 16, 8]",0.2,0.001,0.0001,350,tanh,sgd,15
58,0.8368558883666992,0.7656410932540894,0.47599029541015625,"[24, 16, 16, 8]",0.2,0.001,1e-05,350,tanh,sgd,15
59,0.6476824879646301,0.6242945790290833,0.5944440364837646,"[24, 16, 16, 8]",0.2,0.0001,0.0001,350,tanh,sgd,15
60,1.0640003681182861,0.848330020904541,0.33376044034957886,"[24, 16, 16, 8]",0.2,0.0001,1e-05,350,tanh,sgd,15
61,0.7099132537841797,0.7208447456359863,0.5554773211479187,"[24, 16, 16, 8]",0.3,0.001,0.0001,350,tanh,sgd,15
62,0.94722980260849,0.7413602471351624,0.4068780541419983,"[24, 16, 16, 8]",0.3,0.001,1e-05,350,tanh,sgd,15
63,1.0588473081588745,0.7988330125808716,0.33698707818984985,"[24, 16, 16, 8]",0.3,0.0001,0.0001,350,tanh,sgd,15
64,0.7835464477539062,0.7125477194786072,0.5093708038330078,"[24, 16, 16, 8]",0.3,0.0001,1e-05,350,tanh,sgd,15
65,1.6309375762939453,1.035672664642334,-0.02123570442199707,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,relu,adam,15
66,0.9507481455802917,0.8328852653503418,0.4046749472618103,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,relu,adam,15
67,6.956371784210205,2.381392240524292,-3.3558349609375,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,relu,adam,15
68,9.243462562561035,2.8094375133514404,-4.787930965423584,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,relu,adam,15
69,1.2256801128387451,0.9598591923713684,0.23252230882644653,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,relu,adam,15
70,1.3698593378067017,0.9383916258811951,0.14224237203598022,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,relu,adam,15
71,9.959596633911133,2.939173460006714,-5.236349105834961,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,relu,adam,15
72,11.65263843536377,3.167952060699463,-6.29647159576416,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,relu,adam,15
73,1.4226675033569336,1.010045051574707,0.1091756820678711,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,relu,sgd,15
74,1.1942138671875,0.9058829545974731,0.2522253394126892,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,relu,sgd,15
75,1.5466898679733276,1.0227609872817993,0.03151726722717285,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,relu,sgd,15
76,1.2401771545410156,0.8741336464881897,0.22344475984573364,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,relu,sgd,15
77,1.2220078706741333,0.8987852931022644,0.23482167720794678,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,relu,sgd,15
78,1.5789146423339844,0.9895293116569519,0.011339247226715088,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,relu,sgd,15
79,1.5437307357788086,0.9672672152519226,0.03337019681930542,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,relu,sgd,15
80,2.4347000122070312,1.281112790107727,-0.5245233774185181,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,relu,sgd,15
81,0.8071361780166626,0.7586597800254822,0.49459975957870483,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,tanh,adam,15
82,0.6705703139305115,0.7027140855789185,0.5801124572753906,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,tanh,adam,15
83,8.671209335327148,2.7740492820739746,-4.429605960845947,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,tanh,adam,15
84,8.794342994689941,2.7912652492523193,-4.506708145141602,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,tanh,adam,15
85,0.77690190076828,0.6765610575675964,0.5135313272476196,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,tanh,adam,15
86,0.8863164186477661,0.7343011498451233,0.44501984119415283,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,tanh,adam,15
87,6.986509799957275,2.420300245285034,-3.374706268310547,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,tanh,adam,15
88,8.234959602355957,2.6483089923858643,-4.156441688537598,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,tanh,adam,15
89,0.741243839263916,0.7364263534545898,0.535859227180481,"[24, 16, 16, 8]",0.2,0.001,0.0001,450,tanh,sgd,15
90,0.9395362138748169,0.8058761358261108,0.4116954803466797,"[24, 16, 16, 8]",0.2,0.001,1e-05,450,tanh,sgd,15
91,0.5935484766960144,0.6035875678062439,0.6283408403396606,"[24, 16, 16, 8]",0.2,0.0001,0.0001,450,tanh,sgd,15
92,0.8082472681999207,0.7454872727394104,0.4939039945602417,"[24, 16, 16, 8]",0.2,0.0001,1e-05,450,tanh,sgd,15
93,0.6893991231918335,0.6881603598594666,0.5683225393295288,"[24, 16, 16, 8]",0.3,0.001,0.0001,450,tanh,sgd,15
94,1.1483583450317383,0.8598305583000183,0.28093844652175903,"[24, 16, 16, 8]",0.3,0.001,1e-05,450,tanh,sgd,15
95,0.9586451649665833,0.7637417912483215,0.3997301459312439,"[24, 16, 16, 8]",0.3,0.0001,0.0001,450,tanh,sgd,15
96,0.7384155988693237,0.6730255484580994,0.5376302003860474,"[24, 16, 16, 8]",0.3,0.0001,1e-05,450,tanh,sgd,15
97,0.9638206362724304,0.7841848731040955,0.3964894413948059,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,relu,adam,15
98,1.5093055963516235,1.0621567964553833,0.05492603778839111,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,relu,adam,15
99,7.540470123291016,2.460829019546509,-3.721576690673828,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,adam,15
100,7.433876037597656,2.43103289604187,-3.6548314094543457,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,adam,15
101,1.2610028982162476,0.9455088376998901,0.21040433645248413,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,relu,adam,15
102,1.2798210382461548,0.915772020816803,0.19862115383148193,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,relu,adam,15
103,9.394061088562012,2.833366632461548,-4.882230281829834,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,adam,15
104,10.996991157531738,3.0946338176727295,-5.885928153991699,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,adam,15
105,1.6040623188018799,1.0375831127166748,-0.004407405853271484,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,relu,sgd,15
106,1.1447772979736328,0.8594182133674622,0.28318077325820923,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,relu,sgd,15
107,1.632332682609558,1.036179542541504,-0.022109270095825195,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,sgd,15
108,1.1773710250854492,0.8696828484535217,0.26277172565460205,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,sgd,15
109,1.2485675811767578,0.9028693437576294,0.2181909680366516,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,relu,sgd,15
110,1.1523269414901733,0.9169324040412903,0.27845340967178345,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,relu,sgd,15
111,1.9755733013153076,1.1380577087402344,-0.23703444004058838,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,sgd,15
112,1.9783085584640503,1.2374802827835083,-0.23874711990356445,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,sgd,15
113,0.6280859112739563,0.6643289923667908,0.6067147254943848,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,tanh,adam,15
114,1.1129659414291382,0.8560996651649475,0.3030998706817627,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,tanh,adam,15
115,8.080045700073242,2.660499095916748,-4.0594401359558105,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,tanh,adam,15
116,9.404184341430664,2.8614113330841064,-4.888569355010986,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,tanh,adam,15
117,1.0516270399093628,0.8654159307479858,0.3415082097053528,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,tanh,adam,15
118,1.0665225982666016,0.8812212347984314,0.33218109607696533,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,tanh,adam,15
119,7.879374980926514,2.635004758834839,-3.9337873458862305,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,tanh,adam,15
120,10.965157508850098,3.1235506534576416,-5.865995407104492,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,tanh,adam,15
121,0.7297524809837341,0.6695071458816528,0.5430546998977661,"[32, 16, 8, 8]",0.2,0.001,0.0001,250,tanh,sgd,15
122,0.6844750642776489,0.6786931753158569,0.5714057683944702,"[32, 16, 8, 8]",0.2,0.001,1e-05,250,tanh,sgd,15
123,0.8231226205825806,0.7199883460998535,0.4845895767211914,"[32, 16, 8, 8]",0.2,0.0001,0.0001,250,tanh,sgd,15
124,0.7303215265274048,0.6726163029670715,0.5426983833312988,"[32, 16, 8, 8]",0.2,0.0001,1e-05,250,tanh,sgd,15
125,0.7902354598045349,0.693078875541687,0.5051823854446411,"[32, 16, 8, 8]",0.3,0.001,0.0001,250,tanh,sgd,15
126,0.6327912211418152,0.701507568359375,0.6037684082984924,"[32, 16, 8, 8]",0.3,0.001,1e-05,250,tanh,sgd,15
127,0.9128586649894714,0.7238870859146118,0.42840003967285156,"[32, 16, 8, 8]",0.3,0.0001,0.0001,250,tanh,sgd,15
128,0.7853918075561523,0.6887713074684143,0.5082153081893921,"[32, 16, 8, 8]",0.3,0.0001,1e-05,250,tanh,sgd,15
129,1.1873871088027954,0.839359700679779,0.2565000653266907,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,relu,adam,15
130,1.3715146780014038,0.9452183842658997,0.1412057876586914,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,relu,adam,15
131,8.05362319946289,2.564399242401123,-4.042895317077637,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,relu,adam,15
132,10.136727333068848,2.95243239402771,-5.347261905670166,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,relu,adam,15
133,1.1461060047149658,0.8740110397338867,0.28234875202178955,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,relu,adam,15
134,1.0454827547073364,0.8471389412879944,0.3453555703163147,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,relu,adam,15
135,8.487482070922852,2.662169933319092,-4.3145623207092285,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,relu,adam,15
136,8.292776107788086,2.6057238578796387,-4.192644119262695,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,relu,adam,15
137,1.055641531944275,0.826566219329834,0.3389943838119507,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,relu,sgd,15
138,1.0676060914993286,0.8416585922241211,0.33150267601013184,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,relu,sgd,15
139,1.671630859375,1.0231138467788696,-0.04671633243560791,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,relu,sgd,15
140,1.8028215169906616,1.0973358154296875,-0.12886333465576172,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,relu,sgd,15
141,1.328217625617981,0.9645056128501892,0.16831690073013306,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,relu,sgd,15
142,1.1409512758255005,0.8562835454940796,0.2855765223503113,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,relu,sgd,15
143,2.054224967956543,1.201969861984253,-0.28628337383270264,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,relu,sgd,15
144,1.4415998458862305,0.988739013671875,0.09732091426849365,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,relu,sgd,15
145,0.9169853925704956,0.7964171171188354,0.42581605911254883,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,tanh,adam,15
146,0.677428662776947,0.6599984169006348,0.5758180618286133,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,tanh,adam,15
147,8.161577224731445,2.6548845767974854,-4.11049222946167,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,tanh,adam,15
148,6.028120994567871,2.2315621376037598,-2.774596929550171,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,tanh,adam,15
149,0.7524706721305847,0.7265747785568237,0.5288293361663818,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,tanh,adam,15
150,0.9374639391899109,0.7858620285987854,0.41299307346343994,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,tanh,adam,15
151,8.440740585327148,2.7187600135803223,-4.285294532775879,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,tanh,adam,15
152,7.277275085449219,2.4696006774902344,-3.5567731857299805,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,tanh,adam,15
153,0.7700843214988708,0.7230587005615234,0.5178003311157227,"[32, 16, 8, 8]",0.2,0.001,0.0001,350,tanh,sgd,15
154,0.9105585813522339,0.7762249708175659,0.4298402667045593,"[32, 16, 8, 8]",0.2,0.001,1e-05,350,tanh,sgd,15
155,0.6642723083496094,0.664539635181427,0.5840560793876648,"[32, 16, 8, 8]",0.2,0.0001,0.0001,350,tanh,sgd,15
156,0.7102862000465393,0.6705478429794312,0.5552437901496887,"[32, 16, 8, 8]",0.2,0.0001,1e-05,350,tanh,sgd,15
157,0.8734021186828613,0.8011765480041504,0.4531063437461853,"[32, 16, 8, 8]",0.3,0.001,0.0001,350,tanh,sgd,15
158,1.2925329208374023,0.9149507880210876,0.19066137075424194,"[32, 16, 8, 8]",0.3,0.001,1e-05,350,tanh,sgd,15
159,0.8010556101799011,0.7099995017051697,0.49840718507766724,"[32, 16, 8, 8]",0.3,0.0001,0.0001,350,tanh,sgd,15
160,0.6867679953575134,0.6499784588813782,0.5699700713157654,"[32, 16, 8, 8]",0.3,0.0001,1e-05,350,tanh,sgd,15
161,1.0434203147888184,0.8277828097343445,0.3466469645500183,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,relu,adam,15
162,1.2613019943237305,0.9272965788841248,0.21021711826324463,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,relu,adam,15
163,9.84333324432373,2.908836841583252,-5.163548946380615,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,relu,adam,15
164,8.790617942810059,2.739088296890259,-4.504375457763672,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,relu,adam,15
165,1.2984906435012817,0.9713573455810547,0.18693089485168457,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,relu,adam,15
166,1.056744933128357,0.857155442237854,0.33830350637435913,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,relu,adam,15
167,7.315279483795166,2.411074161529541,-3.5805702209472656,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,relu,adam,15
168,8.570432662963867,2.7108571529388428,-4.36650276184082,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,relu,adam,15
169,1.6680238246917725,1.0685609579086304,-0.04445779323577881,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,relu,sgd,15
170,1.010849952697754,0.8314074873924255,0.36704134941101074,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,relu,sgd,15
171,1.106343150138855,0.847208559513092,0.3072468638420105,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,relu,sgd,15
172,1.5505725145339966,1.0446174144744873,0.029086053371429443,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,relu,sgd,15
173,1.1746116876602173,0.9203545451164246,0.2644995450973511,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,relu,sgd,15
174,1.9418944120407104,1.2059088945388794,-0.21594583988189697,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,relu,sgd,15
175,1.9632424116134644,1.1590958833694458,-0.22931325435638428,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,relu,sgd,15
176,1.037617802619934,0.8311620354652405,0.3502802848815918,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,relu,sgd,15
177,0.7878338098526001,0.7344631552696228,0.5066862106323242,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,tanh,adam,15
178,1.0312601327896118,0.7944719195365906,0.35426127910614014,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,tanh,adam,15
179,6.16412878036499,2.2991766929626465,-2.8597605228424072,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,tanh,adam,15
180,7.332016944885254,2.515624761581421,-3.5910511016845703,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,tanh,adam,15
181,0.7393763661384583,0.7035353779792786,0.5370285511016846,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,tanh,adam,15
182,0.8623434901237488,0.7779965996742249,0.46003085374832153,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,tanh,adam,15
183,7.319563865661621,2.477693796157837,-3.5832529067993164,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,tanh,adam,15
184,9.778992652893066,2.949855089187622,-5.123260974884033,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,tanh,adam,15
185,0.7407803535461426,0.6738640666007996,0.5361494421958923,"[32, 16, 8, 8]",0.2,0.001,0.0001,450,tanh,sgd,15
186,0.6649704575538635,0.6469702124595642,0.5836188793182373,"[32, 16, 8, 8]",0.2,0.001,1e-05,450,tanh,sgd,15
187,0.905382513999939,0.7814875245094299,0.43308138847351074,"[32, 16, 8, 8]",0.2,0.0001,0.0001,450,tanh,sgd,15
188,0.7821653485298157,0.7027322053909302,0.510235607624054,"[32, 16, 8, 8]",0.2,0.0001,1e-05,450,tanh,sgd,15
189,1.1437861919403076,0.8545603156089783,0.2838013768196106,"[32, 16, 8, 8]",0.3,0.001,0.0001,450,tanh,sgd,15
190,1.1648849248886108,0.8794454336166382,0.27059006690979004,"[32, 16, 8, 8]",0.3,0.001,1e-05,450,tanh,sgd,15
191,0.6292713284492493,0.6145207285881042,0.6059724688529968,"[32, 16, 8, 8]",0.3,0.0001,0.0001,450,tanh,sgd,15
192,1.1448839902877808,0.9096723198890686,0.283113956451416,"[32, 16, 8, 8]",0.3,0.0001,1e-05,450,tanh,sgd,15
193,1.1006534099578857,0.824622631072998,0.31080955266952515,"[16, 16, 8, 8]",0.2,0.001,0.0001,250,relu,adam,15
194,0.9549352526664734,0.8334751129150391,0.40205317735671997,"[16, 16, 8, 8]",0.2,0.001,1e-05,250,relu,adam,15
195,7.950804710388184,2.5690531730651855,-3.978513717651367,"[16, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,adam,15
196,10.68940544128418,3.0342726707458496,-5.693329334259033,"[16, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,adam,15
197,1.9578694105148315,1.1045104265213013,-0.22594892978668213,"[16, 16, 8, 8]",0.3,0.001,0.0001,250,relu,adam,15
198,1.2122290134429932,0.9003863334655762,0.24094486236572266,"[16, 16, 8, 8]",0.3,0.001,1e-05,250,relu,adam,15
199,9.066411972045898,2.7729382514953613,-4.677067756652832,"[16, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,adam,15
200,6.700858116149902,2.3138811588287354,-3.1958413124084473,"[16, 16, 8, 8]",0.3,0.0001,1e-05,250,relu,adam,15
201,1.2070297002792358,0.8624712824821472,0.2442004680633545,"[16, 16, 8, 8]",0.2,0.001,0.0001,250,relu,sgd,15
202,0.8802241086959839,0.7534117102622986,0.4488346576690674,"[16, 16, 8, 8]",0.2,0.001,1e-05,250,relu,sgd,15
203,1.3144912719726562,0.9257830381393433,0.1769118309020996,"[16, 16, 8, 8]",0.2,0.0001,0.0001,250,relu,sgd,15
204,1.7651550769805908,1.1145341396331787,-0.10527801513671875,"[16, 16, 8, 8]",0.2,0.0001,1e-05,250,relu,sgd,15
205,1.4109504222869873,1.0149403810501099,0.11651253700256348,"[16, 16, 8, 8]",0.3,0.001,0.0001,250,relu,sgd,15
206,1.6127185821533203,1.0585012435913086,-0.009827613830566406,"[16, 16, 8, 8]",0.3,0.001,1e-05,250,relu,sgd,15
207,1.4360082149505615,0.983713686466217,0.10082226991653442,"[16, 16, 8, 8]",0.3,0.0001,0.0001,250,relu,sgd,15
