Trial,MSE,MAE,R2,Convolutions,Units,Dropout,Learning_Rate,Weight_Decay,Epochs,Activation,Optimizer,Patience
521,5.215100288391113,2.1428961753845215,-5.070390701293945,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,elu,adam,20
522,5.106545925140381,2.1535964012145996,-4.944033145904541,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,elu,adam,20
523,0.7475401759147644,0.7235997319221497,0.1298612356185913,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,elu,sgd,20
524,0.7587756514549255,0.7351757287979126,0.11678314208984375,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,elu,sgd,20
525,0.5050274729728699,0.5966740250587463,0.4121466875076294,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,elu,sgd,20
526,0.7673203349113464,0.640155017375946,0.10683703422546387,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,elu,sgd,20
527,0.555923342704773,0.6480502486228943,0.3529037833213806,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,elu,sgd,20
528,0.4837704300880432,0.582378089427948,0.4368899464607239,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,elu,sgd,20
529,0.7413210272789001,0.7004397511482239,0.13710033893585205,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,elu,sgd,20
530,0.8666297197341919,0.7522357702255249,-0.008759260177612305,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,elu,sgd,20
531,0.6360494494438171,0.7048624753952026,0.25963670015335083,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,elu,sgd,20
532,0.6733109354972839,0.7039687037467957,0.2162642478942871,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,elu,sgd,20
533,0.5275375247001648,0.6188369393348694,0.3859449028968811,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,elu,sgd,20
534,0.6255931854248047,0.6626165509223938,0.27180784940719604,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,elu,sgd,20
535,0.6796402931213379,0.7218011617660522,0.20889687538146973,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,elu,sgd,20
536,0.63763827085495,0.6828937530517578,0.2577873468399048,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,elu,sgd,20
537,0.6651979088783264,0.6987732648849487,0.22570782899856567,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,elu,sgd,20
538,0.5901265740394592,0.6808047294616699,0.31309109926223755,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,elu,sgd,20
539,0.4909991919994354,0.6154000163078308,0.42847561836242676,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,elu,sgd,20
540,0.4837779104709625,0.5690388083457947,0.43688124418258667,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,elu,sgd,20
541,0.9106845855712891,0.8037557601928711,-0.06003928184509277,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,elu,adamw,20
542,1.0050914287567139,0.804432213306427,-0.1699291467666626,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,elu,adamw,20
543,1.44131338596344,1.0178323984146118,-0.6776925325393677,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,elu,adamw,20
544,2.816286087036133,1.498518705368042,-2.2781643867492676,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,elu,adamw,20
545,4.6177239418029785,2.0161993503570557,-4.375042915344238,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,elu,adamw,20
546,5.782031536102295,2.317133665084839,-5.730299949645996,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,elu,adamw,20
547,0.6480616331100464,0.708401620388031,0.24565458297729492,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,elu,adamw,20
548,0.5208615064620972,0.5637798309326172,0.39371585845947266,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,elu,adamw,20
549,3.0145156383514404,1.5702545642852783,-2.508904457092285,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,elu,adamw,20
550,3.1653594970703125,1.592943549156189,-2.6844868659973145,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,elu,adamw,20
551,4.456925868988037,1.978771448135376,-4.187873363494873,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,elu,adamw,20
552,5.752227783203125,2.2822797298431396,-5.695608615875244,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,elu,adamw,20
553,0.5639280080795288,0.6231050491333008,0.343586266040802,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,elu,adamw,20
554,0.49582964181900024,0.5909982323646545,0.4228529930114746,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,elu,adamw,20
555,4.5656538009643555,2.013580322265625,-4.3144330978393555,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,elu,adamw,20
556,3.045161485671997,1.5620077848434448,-2.5445759296417236,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,elu,adamw,20
557,6.568295478820801,2.4613137245178223,-6.645513534545898,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,elu,adamw,20
558,6.144858360290527,2.3531506061553955,-6.1526312828063965,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,elu,adamw,20
559,0.6142922639846802,0.7121730446815491,0.28496217727661133,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,elu,rmsprop,20
560,0.6095792055130005,0.6685501933097839,0.2904481887817383,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,elu,rmsprop,20
561,0.8569731712341309,0.8105984926223755,0.002480924129486084,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,elu,rmsprop,20
562,0.7698295712471008,0.7316402792930603,0.10391634702682495,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,elu,rmsprop,20
563,0.4874711036682129,0.5793638825416565,0.4325823187828064,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,elu,rmsprop,20
564,0.7400726675987244,0.6772719621658325,0.1385534405708313,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,elu,rmsprop,20
565,0.8616682887077332,0.7642393112182617,-0.002984166145324707,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,elu,rmsprop,20
566,0.6707984805107117,0.6994965672492981,0.21918874979019165,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,elu,rmsprop,20
567,0.6689961552619934,0.6845752596855164,0.22128671407699585,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,elu,rmsprop,20
568,0.763257622718811,0.7513138651847839,0.11156606674194336,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,elu,rmsprop,20
569,0.5294724106788635,0.610495388507843,0.38369274139404297,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,elu,rmsprop,20
570,0.6503320932388306,0.6584771871566772,0.2430117130279541,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,elu,rmsprop,20
571,0.6216976046562195,0.6392244696617126,0.27634233236312866,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,elu,rmsprop,20
572,0.6865983605384827,0.714145839214325,0.2007976770401001,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,elu,rmsprop,20
573,0.6852410435676575,0.7062754034996033,0.20237761735916138,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,elu,rmsprop,20
574,0.6616963744163513,0.6840006709098816,0.22978365421295166,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,elu,rmsprop,20
575,0.6582111716270447,0.691577136516571,0.2338404655456543,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,elu,rmsprop,20
576,0.6649350523948669,0.6743850708007812,0.22601383924484253,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,elu,rmsprop,20
577,0.5709547400474548,0.6369507908821106,0.33540719747543335,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,relu,adam,20
578,0.6495674252510071,0.6908054351806641,0.243901789188385,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,relu,adam,20
579,0.8353800177574158,0.7864699959754944,0.02761542797088623,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,relu,adam,20
580,1.128870964050293,0.8781401515007019,-0.31400883197784424,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,relu,adam,20
581,4.473236560821533,1.9470070600509644,-4.206859111785889,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,relu,adam,20
582,6.387630462646484,2.3735153675079346,-6.435218811035156,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,relu,adam,20
583,0.6822236180305481,0.6500644683837891,0.20588994026184082,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,relu,adam,20
584,0.8480843901634216,0.7727805376052856,0.012827515602111816,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,relu,adam,20
585,1.077232837677002,0.8627687096595764,-0.2539018392562866,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,relu,adam,20
586,0.8310649991035461,0.7396740913391113,0.03263813257217407,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,relu,adam,20
587,5.888068199157715,2.3053479194641113,-5.853726863861084,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,relu,adam,20
588,3.908933162689209,1.807196855545044,-3.5500082969665527,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,relu,adam,20
589,0.6104797720909119,0.6233190298080444,0.2893999218940735,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,relu,adam,20
590,0.6085720658302307,0.6706059575080872,0.29162049293518066,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,relu,adam,20
591,0.7093761563301086,0.667261004447937,0.17428427934646606,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,relu,adam,20
592,0.7032179236412048,0.662638247013092,0.1814524531364441,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,relu,adam,20
593,3.398611545562744,1.6606725454330444,-2.9559929370880127,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,relu,adam,20
594,6.856628894805908,2.4908554553985596,-6.981134414672852,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,relu,adam,20
595,0.7053408026695251,0.6427497863769531,0.17898142337799072,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,relu,sgd,20
596,0.4395619034767151,0.5761646628379822,0.4883487820625305,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,relu,sgd,20
597,0.5036243796348572,0.5569667816162109,0.4137798547744751,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,relu,sgd,20
598,0.7794190645217896,0.7071078419685364,0.09275412559509277,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,relu,sgd,20
599,0.7193999886512756,0.7091015577316284,0.16261649131774902,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,relu,sgd,20
600,0.6505808234214783,0.6696138381958008,0.24272221326828003,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,relu,sgd,20
601,0.9864802956581116,0.7948414087295532,-0.14826571941375732,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,relu,sgd,20
602,0.5678322315216064,0.5951589345932007,0.3390417695045471,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,relu,sgd,20
603,0.6437479853630066,0.6988431811332703,0.25067561864852905,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,relu,sgd,20
604,0.5638906955718994,0.5932685136795044,0.34362971782684326,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,relu,sgd,20
605,0.4371471405029297,0.5328435897827148,0.4911595582962036,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,relu,sgd,20
606,0.6021478772163391,0.6127172112464905,0.29909831285476685,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,relu,sgd,20
607,0.735210120677948,0.7145320177078247,0.14421343803405762,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,relu,sgd,20
608,0.6382685303688049,0.6120873689651489,0.2570537328720093,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,relu,sgd,20
609,0.7896533608436584,0.7189847230911255,0.08084136247634888,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,relu,sgd,20
610,0.6398209929466248,0.6126934289932251,0.25524669885635376,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,relu,sgd,20
611,0.4476838707923889,0.5113979578018188,0.47889477014541626,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,relu,sgd,20
612,0.6064546704292297,0.6197521090507507,0.29408520460128784,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,relu,sgd,20
613,0.5387369990348816,0.6247738599777222,0.37290865182876587,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,relu,adamw,20
614,0.6739486455917358,0.6726077795028687,0.21552199125289917,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,relu,adamw,20
615,0.7156041264533997,0.6917445063591003,0.16703492403030396,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,relu,adamw,20
616,0.7197019457817078,0.6814095377922058,0.16226500272750854,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,relu,adamw,20
617,2.4223268032073975,1.36549973487854,-1.8195948600769043,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,relu,adamw,20
618,5.866694927215576,2.2771716117858887,-5.828848361968994,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,relu,adamw,20
619,0.9282805323600769,0.7845264077186584,-0.08052098751068115,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,relu,adamw,20
620,0.6048831939697266,0.6104027032852173,0.29591435194015503,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,relu,adamw,20
621,0.6569507718086243,0.670350193977356,0.23530757427215576,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,relu,adamw,20
622,0.44742730259895325,0.5630341172218323,0.47919344902038574,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,relu,adamw,20
623,6.849472522735596,2.4521002769470215,-6.972804546356201,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,relu,adamw,20
624,6.965427875518799,2.5156633853912354,-7.107776641845703,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,relu,adamw,20
625,0.6208245158195496,0.649234414100647,0.2773585915565491,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,relu,adamw,20
626,0.6170966029167175,0.6126301884651184,0.2816978693008423,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,relu,adamw,20
627,1.112055778503418,0.812439501285553,-0.29443585872650146,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,relu,adamw,20
628,1.3676890134811401,0.9391668438911438,-0.5919936895370483,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,relu,adamw,20
629,4.738137722015381,2.02241587638855,-4.515205383300781,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,relu,adamw,20
630,4.49185037612915,1.9664524793624878,-4.228525638580322,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,relu,adamw,20
631,0.5599154233932495,0.6425654292106628,0.34825700521469116,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,relu,rmsprop,20
632,0.8328831791877747,0.7241259813308716,0.030521810054779053,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,relu,rmsprop,20
633,0.7190970778465271,0.6698862314224243,0.16296911239624023,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,relu,rmsprop,20
634,0.8366260528564453,0.7879766225814819,0.02616506814956665,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,relu,rmsprop,20
635,0.6527695059776306,0.677159309387207,0.24017459154129028,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,relu,rmsprop,20
636,0.561073899269104,0.5964483022689819,0.3469085097312927,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,relu,rmsprop,20
637,0.8020514845848083,0.7351327538490295,0.06640994548797607,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,relu,rmsprop,20
638,1.033881425857544,0.8409752249717712,-0.20344078540802002,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,relu,rmsprop,20
639,0.7310885787010193,0.6536825299263,0.14901095628738403,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,relu,rmsprop,20
640,0.9856220483779907,0.7563212513923645,-0.14726674556732178,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,relu,rmsprop,20
641,0.6182469725608826,0.629059910774231,0.2803589105606079,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,relu,rmsprop,20
642,0.8440542817115784,0.7778902053833008,0.017518579959869385,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,relu,rmsprop,20
643,0.39560583233833313,0.5059102773666382,0.5395137667655945,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,relu,rmsprop,20
644,0.6793757677078247,0.695080578327179,0.2092047929763794,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,relu,rmsprop,20
645,0.727265477180481,0.6699244379997253,0.1534610390663147,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,relu,rmsprop,20
646,0.8391242027282715,0.7223678827285767,0.023257195949554443,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,relu,rmsprop,20
647,0.8281946778297424,0.7353323101997375,0.03597915172576904,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,relu,rmsprop,20
648,0.484036922454834,0.5596290826797485,0.43657976388931274,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,relu,rmsprop,20
649,0.7529217004776001,0.6769396662712097,0.1235971450805664,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,leaky_relu,adam,20
650,0.6540239453315735,0.6629706621170044,0.23871439695358276,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,leaky_relu,adam,20
651,0.29434508085250854,0.4371311366558075,0.657381534576416,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,leaky_relu,adam,20
652,0.5504201650619507,0.6415989995002747,0.35930949449539185,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,leaky_relu,adam,20
653,5.802855968475342,2.2772440910339355,-5.754539489746094,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,leaky_relu,adam,20
654,7.863386631011963,2.700045347213745,-8.153002738952637,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,leaky_relu,adam,20
655,0.7447819113731384,0.730105996131897,0.1330718994140625,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,leaky_relu,adam,20
656,0.7506881356239319,0.6973562836647034,0.1261969804763794,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,leaky_relu,adam,20
657,2.209512948989868,1.275339126586914,-1.5718789100646973,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,leaky_relu,adam,20
658,0.5831128358840942,0.6120797395706177,0.321255087852478,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,leaky_relu,adam,20
659,6.091187477111816,2.30987548828125,-6.090158462524414,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,leaky_relu,adam,20
660,4.847861289978027,2.02494740486145,-4.642923355102539,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,leaky_relu,adam,20
661,0.5991900563240051,0.6580070853233337,0.30254119634628296,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,leaky_relu,adam,20
662,0.5142887234687805,0.5900945663452148,0.40136653184890747,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,leaky_relu,adam,20
663,0.6554034948348999,0.7226062417030334,0.23710858821868896,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,leaky_relu,adam,20
664,0.9346409440040588,0.7918065190315247,-0.08792459964752197,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,leaky_relu,adam,20
665,7.511369228363037,2.5758132934570312,-7.743253707885742,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,leaky_relu,adam,20
666,6.94950532913208,2.493835210800171,-7.089242935180664,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,leaky_relu,adam,20
667,0.9485788345336914,0.7725003361701965,-0.104148268699646,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,leaky_relu,sgd,20
668,0.8397577404975891,0.7241412997245789,0.02251976728439331,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,leaky_relu,sgd,20
669,0.4639851450920105,0.596304714679718,0.4599200487136841,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,leaky_relu,sgd,20
670,0.5063003897666931,0.6040127873420715,0.41066497564315796,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,leaky_relu,sgd,20
671,0.8203898668289185,0.723882794380188,0.04506397247314453,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,leaky_relu,sgd,20
672,0.5136601328849792,0.6185163855552673,0.40209823846817017,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,leaky_relu,sgd,20
673,0.6494747996330261,0.6329021453857422,0.24400955438613892,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,leaky_relu,sgd,20
674,0.49380558729171753,0.5851262211799622,0.4252089858055115,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,leaky_relu,sgd,20
675,0.6862012147903442,0.7067689299583435,0.20125991106033325,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,leaky_relu,sgd,20
676,0.8666433691978455,0.7246675491333008,-0.00877523422241211,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,leaky_relu,sgd,20
677,0.6315162777900696,0.6678734421730042,0.2649133801460266,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,leaky_relu,sgd,20
678,0.6758885383605957,0.6879297494888306,0.21326392889022827,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,leaky_relu,sgd,20
679,0.6991954445838928,0.6926995515823364,0.18613463640213013,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,leaky_relu,sgd,20
680,0.4986748695373535,0.5828169584274292,0.4195411205291748,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,1e-05,250,leaky_relu,sgd,20
681,0.5161942839622498,0.5863996744155884,0.39914846420288086,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,0.0001,250,leaky_relu,sgd,20
682,0.64612877368927,0.669277012348175,0.24790436029434204,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0005,1e-05,250,leaky_relu,sgd,20
683,0.48549968004226685,0.5873963236808777,0.43487709760665894,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,0.0001,250,leaky_relu,sgd,20
684,0.6780044436454773,0.6933690905570984,0.21080100536346436,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.0001,1e-05,250,leaky_relu,sgd,20
685,0.61335688829422,0.6436892151832581,0.2860509753227234,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,0.0001,250,leaky_relu,adamw,20
686,0.6683488488197327,0.6787399649620056,0.22204017639160156,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.001,1e-05,250,leaky_relu,adamw,20
687,0.5816832780838013,0.6056704521179199,0.3229190707206726,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,0.0001,250,leaky_relu,adamw,20
688,0.7099475860595703,0.6685740351676941,0.1736190915107727,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0005,1e-05,250,leaky_relu,adamw,20
689,5.967936992645264,2.3159430027008057,-5.946694374084473,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,0.0001,250,leaky_relu,adamw,20
690,5.556621551513672,2.220080852508545,-5.467922210693359,"[32, 16, 16]","[16, 16, 16, 16]",0.1,0.0001,1e-05,250,leaky_relu,adamw,20
691,0.5901699662208557,0.6387243270874023,0.313040554523468,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,0.0001,250,leaky_relu,adamw,20
692,0.6086844801902771,0.665322482585907,0.2914896607398987,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.001,1e-05,250,leaky_relu,adamw,20
693,0.5301486849784851,0.6175225377082825,0.3829055428504944,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,0.0001,250,leaky_relu,adamw,20
694,0.4982841908931732,0.611781656742096,0.41999584436416626,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0005,1e-05,250,leaky_relu,adamw,20
695,6.9733405113220215,2.517892360687256,-7.116987228393555,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,0.0001,250,leaky_relu,adamw,20
696,5.288397312164307,2.141017198562622,-5.155708312988281,"[32, 16, 16]","[16, 16, 16, 16]",0.2,0.0001,1e-05,250,leaky_relu,adamw,20
697,0.5113694071769714,0.5904434323310852,0.4047645926475525,"[32, 16, 16]","[16, 16, 16, 16]",0.3,0.001,0.0001,250,leaky_relu,adamw,20
