Trial,MSE,MAE,R2,Convolutions,Units,Dropout,Learning_Rate,Weight_Decay,Epochs,Activation,Optimizer,Patience
169,0.8435104489326477,0.77395099401474,0.01815164089202881,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,0.0001,250,tanh,sgd,20
170,0.8755308985710144,0.8223086595535278,-0.019120335578918457,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,1e-05,250,tanh,sgd,20
171,1.2808148860931396,0.9449905157089233,-0.4908719062805176,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,0.0001,250,tanh,sgd,20
172,0.7916932702064514,0.7533820271492004,0.07846689224243164,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,1e-05,250,tanh,sgd,20
173,0.6214510798454285,0.6909233927726746,0.2766292691230774,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,0.0001,250,tanh,sgd,20
174,1.0415960550308228,0.8741173148155212,-0.21242046356201172,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,1e-05,250,tanh,sgd,20
175,0.6900160908699036,0.7416406273841858,0.1968194842338562,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,0.0001,250,tanh,sgd,20
176,0.8741973042488098,0.7920702695846558,-0.017567992210388184,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,1e-05,250,tanh,sgd,20
177,0.551580548286438,0.6501177549362183,0.3579587936401367,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,0.0001,250,tanh,sgd,20
178,0.8091636300086975,0.7714605927467346,0.058131396770477295,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,1e-05,250,tanh,sgd,20
179,0.6803944706916809,0.6805077791213989,0.20801907777786255,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,0.0001,250,tanh,sgd,20
180,0.5170007348060608,0.625844419002533,0.398209810256958,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,1e-05,250,tanh,sgd,20
181,0.8374844789505005,0.7711130380630493,0.025165796279907227,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,0.0001,250,tanh,adamw,20
182,0.7986142039299011,0.7314943075180054,0.07041090726852417,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,1e-05,250,tanh,adamw,20
183,0.7083632349967957,0.6977545022964478,0.1754632592201233,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,0.0001,250,tanh,adamw,20
184,1.6833795309066772,0.9927859306335449,-0.9594583511352539,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,1e-05,250,tanh,adamw,20
185,4.057856559753418,1.8961378335952759,-3.723355770111084,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,0.0001,250,tanh,adamw,20
186,4.004581451416016,1.85474693775177,-3.661343574523926,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,1e-05,250,tanh,adamw,20
187,0.8161813616752625,0.7563105225563049,0.04996269941329956,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,0.0001,250,tanh,adamw,20
188,0.8767892122268677,0.7902446389198303,-0.020584940910339355,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,1e-05,250,tanh,adamw,20
189,1.327288031578064,0.9122129082679749,-0.5449668169021606,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,0.0001,250,tanh,adamw,20
190,2.382861614227295,1.280068039894104,-1.7736570835113525,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,1e-05,250,tanh,adamw,20
191,4.808559894561768,2.0710909366607666,-4.597176551818848,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,0.0001,250,tanh,adamw,20
192,5.0336222648620605,2.133070707321167,-4.85914945602417,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,1e-05,250,tanh,adamw,20
193,0.9664535522460938,0.8124669790267944,-0.1249544620513916,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,0.0001,250,tanh,adamw,20
194,0.7820524573326111,0.7658388018608093,0.08968889713287354,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,1e-05,250,tanh,adamw,20
195,1.6134498119354248,1.0412566661834717,-0.8780598640441895,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,0.0001,250,tanh,adamw,20
196,2.1144015789031982,1.190569519996643,-1.4611692428588867,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,1e-05,250,tanh,adamw,20
197,5.897658348083496,2.326622247695923,-5.864889621734619,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,0.0001,250,tanh,adamw,20
198,5.965756893157959,2.326838970184326,-5.944157123565674,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,1e-05,250,tanh,adamw,20
199,0.8423515558242798,0.7771674394607544,0.019500553607940674,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,0.0001,250,tanh,rmsprop,20
200,0.6714115142822266,0.7266221642494202,0.21847522258758545,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,1e-05,250,tanh,rmsprop,20
201,0.8139052391052246,0.7645048499107361,0.052612125873565674,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,0.0001,250,tanh,rmsprop,20
202,0.9461527466773987,0.8821781873703003,-0.10132431983947754,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,1e-05,250,tanh,rmsprop,20
203,0.9834627509117126,0.7946661114692688,-0.14475321769714355,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,0.0001,250,tanh,rmsprop,20
204,0.8346022367477417,0.7576284408569336,0.028520822525024414,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,1e-05,250,tanh,rmsprop,20
205,1.0587289333343506,0.8500338196754456,-0.23236334323883057,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,0.0001,250,tanh,rmsprop,20
206,0.7263631820678711,0.7724119424819946,0.15451133251190186,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,1e-05,250,tanh,rmsprop,20
207,0.5990486145019531,0.6538529396057129,0.3027058243751526,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,0.0001,250,tanh,rmsprop,20
208,0.9834475517272949,0.8457489013671875,-0.14473557472229004,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,1e-05,250,tanh,rmsprop,20
209,0.7085487246513367,0.7062487006187439,0.17524737119674683,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,0.0001,250,tanh,rmsprop,20
210,0.7613991498947144,0.7289488911628723,0.11372935771942139,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,1e-05,250,tanh,rmsprop,20
211,0.6935208439826965,0.7231529951095581,0.19273990392684937,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,0.0001,250,tanh,rmsprop,20
212,0.7185580134391785,0.7465059161186218,0.163596510887146,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,1e-05,250,tanh,rmsprop,20
213,0.8324542045593262,0.7889986038208008,0.0310211181640625,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,0.0001,250,tanh,rmsprop,20
214,0.9224312901496887,0.8088967204093933,-0.07371246814727783,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,1e-05,250,tanh,rmsprop,20
215,0.7112361788749695,0.7007039189338684,0.172119140625,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,0.0001,250,tanh,rmsprop,20
216,0.9166486859321594,0.8198458552360535,-0.06698143482208252,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,1e-05,250,tanh,rmsprop,20
217,1.1028932332992554,0.8674477934837341,-0.28377068042755127,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,0.0001,250,elu,adam,20
218,0.6083551645278931,0.6287580132484436,0.2918729782104492,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,1e-05,250,elu,adam,20
219,2.8232080936431885,1.5129748582839966,-2.286221742630005,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,0.0001,250,elu,adam,20
220,4.055953025817871,1.8781750202178955,-3.721139907836914,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,1e-05,250,elu,adam,20
221,5.041872501373291,2.119893789291382,-4.868752956390381,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,0.0001,250,elu,adam,20
222,4.927683353424072,2.1019656658172607,-4.735836505889893,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,1e-05,250,elu,adam,20
223,0.5341097116470337,0.6470876336097717,0.37829482555389404,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,0.0001,250,elu,adam,20
224,0.701690137386322,0.6550912261009216,0.18323081731796265,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,1e-05,250,elu,adam,20
225,2.8786771297454834,1.520980715751648,-2.350787878036499,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,0.0001,250,elu,adam,20
226,3.369347095489502,1.6739152669906616,-2.921929121017456,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,1e-05,250,elu,adam,20
227,5.067430019378662,2.126896858215332,-4.898502349853516,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,0.0001,250,elu,adam,20
228,6.429605007171631,2.424184560775757,-6.484077453613281,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,1e-05,250,elu,adam,20
229,0.5447829365730286,0.5861508250236511,0.36587125062942505,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,0.0001,250,elu,adam,20
230,2.4121415615081787,1.3759390115737915,-1.8077392578125,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,1e-05,250,elu,adam,20
231,5.3646440505981445,2.2091193199157715,-5.244460105895996,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,0.0001,250,elu,adam,20
232,4.728726863861084,2.0291249752044678,-4.504251003265381,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,1e-05,250,elu,adam,20
233,4.920406818389893,2.105362892150879,-4.727366924285889,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,0.0001,250,elu,adam,20
234,6.940009593963623,2.538196563720703,-7.078189849853516,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,1e-05,250,elu,adam,20
235,0.5846800208091736,0.6636629104614258,0.3194308876991272,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,0.0001,250,elu,sgd,20
236,0.7124991416931152,0.6766565442085266,0.17064911127090454,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,1e-05,250,elu,sgd,20
237,0.5407781004905701,0.6050378084182739,0.3705328106880188,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,0.0001,250,elu,sgd,20
238,0.7749993205070496,0.751870334148407,0.09789872169494629,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,1e-05,250,elu,sgd,20
239,0.4975455105304718,0.5762774348258972,0.42085570096969604,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,0.0001,250,elu,sgd,20
240,0.531593918800354,0.5782518982887268,0.38122326135635376,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,1e-05,250,elu,sgd,20
241,0.8622706532478333,0.8069849014282227,-0.0036853551864624023,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,0.0001,250,elu,sgd,20
242,0.4941531717777252,0.5993945002555847,0.4248043894767761,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,1e-05,250,elu,sgd,20
243,0.7475414276123047,0.7286811470985413,0.1298598051071167,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,0.0001,250,elu,sgd,20
244,0.8652061820030212,0.7892995476722717,-0.007102251052856445,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,1e-05,250,elu,sgd,20
245,0.4116370379924774,0.5209860801696777,0.5208534002304077,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,0.0001,250,elu,sgd,20
246,0.6033262610435486,0.6285156011581421,0.2977266311645508,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,1e-05,250,elu,sgd,20
247,0.9403846859931946,0.8300518989562988,-0.09461021423339844,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,0.0001,250,elu,sgd,20
248,0.901348888874054,0.768088698387146,-0.04917252063751221,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,1e-05,250,elu,sgd,20
249,0.6202799677848816,0.6661576628684998,0.2779924273490906,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,0.0001,250,elu,sgd,20
250,0.5851956605911255,0.6355360150337219,0.318830668926239,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,1e-05,250,elu,sgd,20
251,0.49289244413375854,0.5778454542160034,0.426271915435791,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,0.0001,250,elu,sgd,20
252,0.5554015636444092,0.6452928185462952,0.35351109504699707,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,1e-05,250,elu,sgd,20
253,0.6792258620262146,0.6714639663696289,0.20937931537628174,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,0.0001,250,elu,adamw,20
254,0.6784090995788574,0.6881381869316101,0.21033000946044922,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,1e-05,250,elu,adamw,20
255,1.6252533197402954,1.094001293182373,-0.8917990922927856,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,0.0001,250,elu,adamw,20
256,3.6549713611602783,1.7651935815811157,-3.254396438598633,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,1e-05,250,elu,adamw,20
257,4.286810398101807,1.931496024131775,-3.989858627319336,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,0.0001,250,elu,adamw,20
258,6.808226585388184,2.4943320751190186,-6.924793720245361,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,1e-05,250,elu,adamw,20
259,0.5573925971984863,0.6578901410102844,0.35119354724884033,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,0.0001,250,elu,adamw,20
260,0.6490802764892578,0.685594379901886,0.2444688081741333,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,1e-05,250,elu,adamw,20
261,1.7145127058029175,1.1224205493927002,-0.9956973791122437,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,0.0001,250,elu,adamw,20
262,2.7558491230010986,1.474122166633606,-2.207815647125244,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,1e-05,250,elu,adamw,20
263,5.278103351593018,2.1958084106445312,-5.143726348876953,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,0.0001,250,elu,adamw,20
264,5.4304609298706055,2.222416639328003,-5.321070671081543,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,1e-05,250,elu,adamw,20
265,0.5277173519134521,0.6276400685310364,0.38573557138442993,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,0.0001,250,elu,adamw,20
266,0.5580807328224182,0.6030908226966858,0.35039252042770386,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,1e-05,250,elu,adamw,20
267,2.6579606533050537,1.4597488641738892,-2.0938732624053955,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,0.0001,250,elu,adamw,20
268,3.5999622344970703,1.7535310983657837,-3.190365791320801,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,1e-05,250,elu,adamw,20
269,4.570499420166016,2.0065701007843018,-4.32007360458374,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,0.0001,250,elu,adamw,20
270,7.3816423416137695,2.6154944896698,-7.592251777648926,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,1e-05,250,elu,adamw,20
271,0.7067171335220337,0.7252067923545837,0.17737936973571777,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,0.0001,250,elu,rmsprop,20
272,0.7226678133010864,0.7701517343521118,0.15881270170211792,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.001,1e-05,250,elu,rmsprop,20
273,0.6322051286697388,0.6546110510826111,0.2641115188598633,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,0.0001,250,elu,rmsprop,20
274,0.8106163740158081,0.7786706686019897,0.05644041299819946,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0005,1e-05,250,elu,rmsprop,20
275,0.5917667746543884,0.6438709497451782,0.311181902885437,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,0.0001,250,elu,rmsprop,20
276,0.7594286203384399,0.7215222120285034,0.11602306365966797,"[32, 16, 16]","[48, 24, 16, 8]",0.1,0.0001,1e-05,250,elu,rmsprop,20
277,0.7328788638114929,0.7214757204055786,0.14692699909210205,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,0.0001,250,elu,rmsprop,20
278,0.8023505210876465,0.784317672252655,0.06606185436248779,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.001,1e-05,250,elu,rmsprop,20
279,0.5935258269309998,0.6664891839027405,0.3091343641281128,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,0.0001,250,elu,rmsprop,20
280,0.5475656390190125,0.6613340377807617,0.362632155418396,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0005,1e-05,250,elu,rmsprop,20
281,0.41115158796310425,0.5238708853721619,0.5214184522628784,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,0.0001,250,elu,rmsprop,20
282,0.4867900311946869,0.5580573678016663,0.43337512016296387,"[32, 16, 16]","[48, 24, 16, 8]",0.2,0.0001,1e-05,250,elu,rmsprop,20
283,0.6167414784431458,0.6697232127189636,0.2821112871170044,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,0.0001,250,elu,rmsprop,20
284,0.9057241678237915,0.7659472823143005,-0.054265379905700684,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.001,1e-05,250,elu,rmsprop,20
285,0.8679656982421875,0.7419686317443848,-0.010314345359802246,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,0.0001,250,elu,rmsprop,20
286,0.7897132635116577,0.7433525919914246,0.08077168464660645,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0005,1e-05,250,elu,rmsprop,20
287,0.4933309257030487,0.5991498827934265,0.42576152086257935,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,0.0001,250,elu,rmsprop,20
288,0.47621822357177734,0.5426853895187378,0.44568073749542236,"[32, 16, 16]","[48, 24, 16, 8]",0.3,0.0001,1e-05,250,elu,rmsprop,20
289,0.7532917857170105,0.7649769186973572,0.12316632270812988,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,relu,adam,20
290,0.8411257863044739,0.765063464641571,0.020927369594573975,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,relu,adam,20
291,1.078464388847351,0.8752570152282715,-0.2553354501724243,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,relu,adam,20
292,2.401977300643921,1.397315263748169,-1.795907974243164,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,relu,adam,20
293,5.2876057624816895,2.158846378326416,-5.154787063598633,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,relu,adam,20
294,6.790337562561035,2.455080509185791,-6.903971195220947,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,relu,adam,20
295,0.563339352607727,0.6171804666519165,0.3442714810371399,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,relu,adam,20
296,0.6201015710830688,0.5988892912864685,0.27820008993148804,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,relu,adam,20
297,0.7091779708862305,0.7146098017692566,0.17451494932174683,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,relu,adam,20
298,0.8202362060546875,0.7490702867507935,0.04524284601211548,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,relu,adam,20
299,6.426959037780762,2.3974356651306152,-6.480997085571289,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,relu,adam,20
300,6.5038676261901855,2.388252019882202,-6.570518970489502,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,relu,adam,20
301,0.6353917717933655,0.656804084777832,0.26040226221084595,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,relu,adam,20
302,0.6206432580947876,0.6755700707435608,0.27756959199905396,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,relu,adam,20
303,1.4467233419418335,1.0403867959976196,-0.6839898824691772,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,relu,adam,20
304,0.6639538407325745,0.6442115902900696,0.2271559238433838,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,relu,adam,20
305,6.396488189697266,2.384368658065796,-6.445529460906982,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,relu,adam,20
306,7.720417022705078,2.633573532104492,-7.98658561706543,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,relu,adam,20
307,0.7093543410301208,0.6939963698387146,0.17430967092514038,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,relu,sgd,20
308,0.45459797978401184,0.5443876385688782,0.4708467125892639,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,relu,sgd,20
309,0.6659651398658752,0.6739938855171204,0.224814772605896,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,relu,sgd,20
310,0.6403636932373047,0.6422926783561707,0.2546149492263794,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,relu,sgd,20
311,0.6571698188781738,0.5939715504646301,0.23505258560180664,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,relu,sgd,20
312,0.9417063593864441,0.7714037299156189,-0.09614872932434082,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,relu,sgd,20
313,0.6333895325660706,0.6584554314613342,0.2627328634262085,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,relu,sgd,20
314,0.7008290886878967,0.7048620581626892,0.18423306941986084,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,relu,sgd,20
315,0.7983563542366028,0.6829620599746704,0.07071113586425781,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,relu,sgd,20
316,0.860726535320282,0.6837228536605835,-0.0018880367279052734,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,relu,sgd,20
317,0.728005051612854,0.74105304479599,0.15260016918182373,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,relu,sgd,20
318,0.8784006834030151,0.8022445440292358,-0.0224606990814209,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,relu,sgd,20
319,0.6252449154853821,0.6818305850028992,0.27221328020095825,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,relu,sgd,20
320,0.5907025933265686,0.6085966229438782,0.3124206066131592,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,relu,sgd,20
321,0.7595567107200623,0.6591408848762512,0.11587399244308472,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,relu,sgd,20
322,0.7461143732070923,0.6815697550773621,0.13152086734771729,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,relu,sgd,20
323,0.3584933876991272,0.4611579477787018,0.5827127695083618,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,relu,sgd,20
324,0.5643248558044434,0.6396279335021973,0.3431243896484375,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,relu,sgd,20
325,1.0397697687149048,0.8530369997024536,-0.21029484272003174,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,relu,adamw,20
326,0.6260031461715698,0.6765709519386292,0.27133071422576904,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,relu,adamw,20
327,0.7611074447631836,0.7152758240699768,0.11406892538070679,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,relu,adamw,20
328,0.4940771758556366,0.5986288189888,0.4248928427696228,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,relu,adamw,20
329,5.537710666656494,2.186561346054077,-5.44590950012207,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,0.0001,250,relu,adamw,20
330,7.551403999328613,2.621107816696167,-7.789854049682617,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0001,1e-05,250,relu,adamw,20
331,0.888957142829895,0.7841209769248962,-0.03474855422973633,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,0.0001,250,relu,adamw,20
332,0.6602368354797363,0.6745785474777222,0.23148256540298462,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.001,1e-05,250,relu,adamw,20
333,0.7276352643966675,0.7288293838500977,0.1530306339263916,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,0.0001,250,relu,adamw,20
334,4.634816646575928,2.0154671669006348,-4.394938945770264,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0005,1e-05,250,relu,adamw,20
335,5.956241130828857,2.2944462299346924,-5.933080673217773,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,0.0001,250,relu,adamw,20
336,6.506243705749512,2.4154391288757324,-6.57328462600708,"[32, 16, 16]","[32, 16, 16, 8]",0.2,0.0001,1e-05,250,relu,adamw,20
337,0.5459238886833191,0.6573184728622437,0.3645431399345398,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,0.0001,250,relu,adamw,20
338,0.5719634294509888,0.6270697712898254,0.33423304557800293,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.001,1e-05,250,relu,adamw,20
339,4.926002025604248,2.0023231506347656,-4.733879566192627,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,0.0001,250,relu,adamw,20
340,0.8781506419181824,0.783126711845398,-0.02216970920562744,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0005,1e-05,250,relu,adamw,20
341,7.262078762054443,2.545558452606201,-7.4530792236328125,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,0.0001,250,relu,adamw,20
342,6.1778059005737305,2.331115245819092,-6.190982341766357,"[32, 16, 16]","[32, 16, 16, 8]",0.3,0.0001,1e-05,250,relu,adamw,20
343,0.4669874608516693,0.5769776105880737,0.4564253091812134,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,0.0001,250,relu,rmsprop,20
344,0.8822980523109436,0.7540372014045715,-0.02699732780456543,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.001,1e-05,250,relu,rmsprop,20
345,0.7212406992912292,0.6961681246757507,0.16047388315200806,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,0.0001,250,relu,rmsprop,20
346,0.6435508728027344,0.6807108521461487,0.2509050965309143,"[32, 16, 16]","[32, 16, 16, 8]",0.1,0.0005,1e-05,250,relu,rmsprop,20
